.,query_string,normalized_string,freq,total_freq
413,theories of variety of disciplines,theories of variety of disciplines,1,1
414,theories of various editorial traditions,theories of various editorial traditions,1,1
415,theories of video games rely,theories of video games rely,1,1
416,theories of virality .,theories of virality,1,3
417,theories of visual semiotics,theories of visual semiotics,1,2
418,theories of wittgenstein,theories of wittgenstein,1,3
419,theories of word meaning .,theories of word meaning,1,2
420,theories of work society,theories of work society,1,2
421,theories of world,theories of world,1,3
422,theories of writing,theories of writing,3,15
423,"theories of writing \"" basis",theories of writing basis,1,1
424,theories of writing focus heavily,theories of writing focus heavily,1,1
425,theories of writing provide basis,theories of writing provide basis,1,1
426,theorisation of post-regional approach latin,theorisation of post-regional approach latin,1,1
427,theorisations of browsing outlined,theorisations of browsing outlined,1,2
428,theorisations of models position NA,theorisations of models position,1,2
429,"theorist of \"" anti-patriarchal \""",theorist of anti-patriarchal,1,2
430,theorist of digital literature astrid,theorist of digital literature astrid,1,1
431,theorist of form of self-contradiction,theorist of form of self-contradiction,1,1
432,theorist of hypertext,theorist of hypertext,1,3
433,theorist of mothering ( may,theorist of mothering ( may,1,1
434,theorist of readerly visuality,theorist of readerly visuality,1,2
435,theorist of representative democracy,theorist of representative democracy,1,2
436,theorists of 1960s roland barthes,theorists of 1960s roland barthes,1,1
437,theorists of 1980s 1990s .,theorists of 1980s 1990s,1,2
438,theorists of browsing offer clues,theorists of browsing offer clues,1,1
439,theorists of colloquial,theorists of colloquial,1,3
440,theorists of cybernetic era .,theorists of cybernetic era,1,2
441,theorists of digital print media,theorists of digital print media,1,1
442,theorists of digital textuality,theorists of digital textuality,1,2
443,theorists of discipline ) evident,theorists of discipline ) evident,1,1
444,theorists of electronic textuality -,theorists of electronic textuality,1,2
445,theorists of field seems NA,theorists of field seems,1,2
446,theorists of held modernization NA,theorists of held modernization,1,2
447,theorists of hypermedia similarly characterize,theorists of hypermedia similarly characterize,1,1
448,theorists of hypertext,theorists of hypertext,1,3
449,theorists of information,theorists of information,1,3
450,theorists of language,theorists of language,3,5
451,theorists of last century NA,theorists of last century,1,2
452,theorists of literature . hypertext,theorists of literature . hypertext,1,1
453,theorists of media technologies provided,theorists of media technologies provided,1,1
454,theorists of narrative developing ever,theorists of narrative developing ever,1,1
455,theorists of new media,theorists of new media,1,3
456,theorists of new media given,theorists of new media given,1,1
457,theorists of older,theorists of older,1,3
458,theorists of quest suggest NA,theorists of quest suggest,1,2
459,theorists of technology . NA,theorists of technology,1,4
460,theorists of technology adoption demonstrated,theorists of technology adoption demonstrated,1,1
461,theorists of text markup,theorists of text markup,1,2
462,theorists of theatrical archiving thus,theorists of theatrical archiving thus,1,1
463,theorists of theatrical text performance,theorists of theatrical text performance,1,1
464,theorists of tonal music root,theorists of tonal music root,1,1
465,theorists of transformation aharon kellerman,theorists of transformation aharon kellerman,1,1
466,theorists of twentieth-century new bibliography,theorists of twentieth-century new bibliography,1,1
467,theoriz-ers of hypertext . write,theoriz-ers of hypertext . write,1,1
468,theorization of archives . performance,theorization of archives . performance,1,1
469,theorization of comics .,theorization of comics,1,3
470,theorization of concept of literary,theorization of concept of literary,1,1
471,theorization of contingent problems remain,theorization of contingent problems remain,1,1
472,theorization of corpus building analysis,theorization of corpus building analysis,1,1
473,theorization of cybertext poetics,theorization of cybertext poetics,1,2
474,theorization of digital alchemy grew,theorization of digital alchemy grew,1,1
475,theorization of digital archives always,theorization of digital archives always,1,1
476,theorization of digital project pedagogy,theorization of digital project pedagogy,1,1
477,"theorization of early modern \""",theorization of early modern,1,2
478,theorization of existing spaces rules,theorization of existing spaces rules,1,1
479,theorization of feminist digital humanities,theorization of feminist digital humanities,1,1
480,theorization of issues . domenico,theorization of issues . domenico,1,1
481,theorization of object of study,theorization of object of study,1,1
482,theorization of online archive conjunction,theorization of online archive conjunction,1,1
483,theorization of reading of online,theorization of reading of online,1,1
484,theorization of relationship drawing NA,theorization of relationship drawing,1,2
485,theorization of rule-making rule-breaking informs,theorization of rule-making rule-breaking informs,1,1
486,theorization of user-friendly design 1980s,theorization of user-friendly design 1980s,1,1
487,theorizations of collaboration feminist practice,theorizations of collaboration feminist practice,1,1
488,theorizations of distributed cognition (,theorizations of distributed cognition,1,2
489,theorizations of postmodern ',theorizations of postmodern,1,3
490,theorizations of relationship neuroanatomy NA,theorizations of relationship neuroanatomy,1,2
491,theorizations of utopia ( bloch,theorizations of utopia ( bloch,1,1
492,theorizing of 1990s poetry NA,theorizing of 1990s poetry,1,2
493,theorizing of avatar must least,theorizing of avatar must least,1,1
494,theorizing of earlier chapters impenetrable,theorizing of earlier chapters impenetrable,1,1
495,theorizing of higher criticism,theorizing of higher criticism,1,2
496,theorizing of late 1990s ;,theorizing of late 1990s,1,2
497,theorizing of posthuman subject of,theorizing of posthuman subject,1,2
498,theorizing of underlying process may,theorizing of underlying process may,1,1
499,theory of . NA NA,theory of .,1,34
500,theory of ' assumedly shared,theory of ' assumedly shared,1,1
