query_string,category,levsim,pageid,timestamp,snippet,wordcount
theories of social,Social philosophy,0.166666666666667,771308,2021-09-11T21:52:22Z,"questions, and to the development <span class=""searchmatch"">of</span> novel theoretical frameworks, from <span class=""searchmatch"">social</span> ontology to care ethics to cosmopolitan <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> democracy, human rights, gender",100
theories of social,Conflict theory,0.166666666666667,58293505,2021-05-01T23:36:09Z,"conflict <span class=""searchmatch"">theories</span>, perspectives in sociology and <span class=""searchmatch"">social</span> psychology that emphasize a materialist interpretation <span class=""searchmatch"">of</span> history, dialectical method <span class=""searchmatch"">of</span> analysis",86
theories of social,Network analysis,0.166666666666667,30636687,2014-06-24T16:17:08Z,"social network analysis that concerns methods and <span class=""searchmatch"">theories</span> for the specific application to <span class=""searchmatch"">social</span> networks, i. e., networks that describe relationships",77
theory of fuzzy,Science and technology studies,0.166666666666667,3350883,2021-08-20T01:23:54Z,"Anthropocene Antipositivism Empiricism <span class=""searchmatch"">Fuzzy</span> logic Neo-Luddism Philosophy <span class=""searchmatch"">of</span> science Philosophy <span class=""searchmatch"">of</span> social science Philosophy <span class=""searchmatch"">of</span> technology Positivism Postpositivism",5
theory of ordering,Dagger categories,0.166666666666667,7156359,2010-10-02T19:50:57Z,"quantum computing). Below are pages related to this topic at the confluence <span class=""searchmatch"">of</span> quantum mechanics, quantum computing with main focus in category <span class=""searchmatch"">theory</span>.",80
theory of ordering,Fascism in Greece,0.166666666666667,51658368,2021-03-31T17:33:37Z,"pp. 1–5. Wistrich, Robert (October 1976). &quot;Leon Trotsky's <span class=""searchmatch"">Theory</span> <span class=""searchmatch"">of</span> Fascism&quot;. Journal <span class=""searchmatch"">of</span> Contemporary History. Thousand Oaks, California: SAGE Publishing",137
theory of tonal,Musical set theory,0.166666666666667,1444192,2012-12-23T07:11:06Z,"Wikimedia Commons has media related to Musical set <span class=""searchmatch"">theory</span>.",0
theories of digital,Academic Knowledge and Research Publishing academic journals,0.166666666666667,58737239,2020-10-04T23:57:00Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",144
theory of digital,Science and technology studies,0.166666666666667,3350883,2021-08-20T01:23:54Z,"society criticism <span class=""searchmatch"">of</span> dynamics <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> transfer Engineering studies Women in engineering Financial technology Policy Academic freedom <span class=""searchmatch"">Digital</span> divide Evidence-based",5
theory of digital,Academic Knowledge and Research Publishing academic journals,0.166666666666667,58737239,2020-10-04T23:57:00Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",144
theory of information,Telecommunication theory,0.166666666666667,12810241,2020-04-25T17:31:58Z,"articles about Telecommunication <span class=""searchmatch"">theory</span> as taught in most textbooks. Many <span class=""searchmatch"">of</span> these articles may also fit in <span class=""searchmatch"">information</span> <span class=""searchmatch"">theory</span> or signal processing categories",55
theory of knowledge,Esoteric anthropogenesis,0.166666666666667,4111953,2020-07-19T22:19:08Z,"The occult history <span class=""searchmatch"">of</span> human evolution according to esoteric <span class=""searchmatch"">knowledge</span> presented in the philosophies <span class=""searchmatch"">of</span> H.P. Blavatsky, Rudolf Steiner and Max Heindel",98
theory of history,"Unassessed military science, technology, and theory articles",0.166666666666667,48884141,2019-04-19T20:07:35Z,"category contains articles supported by the Military science, technology, and <span class=""searchmatch"">theory</span> task force which have been rated as &quot;Unassessed-Class&quot;. Articles are automatically",57
theory of learning,Education theory,0.166666666666667,11719938,2021-04-10T14:55:13Z,"Wikimedia Commons has media related to Education <span class=""searchmatch"">theory</span>.",0
theory of models,Inner model theory,0.166666666666667,3796482,2011-04-08T08:02:35Z,"Inner <span class=""searchmatch"">model</span> <span class=""searchmatch"">theory</span> is the study <span class=""searchmatch"">of</span> certain <span class=""searchmatch"">models</span> <span class=""searchmatch"">of</span> ZFC or some fragment or strengthening thereof. Ordinarily these <span class=""searchmatch"">models</span> are transitive subsets or",72
theories of gender,Identity politics,0.166666666666667,16609007,2021-05-02T01:01:00Z,"relating to identity politics, a political approach wherein people <span class=""searchmatch"">of</span> a particular <span class=""searchmatch"">gender</span>, religion, race, social background, class or other identifying factor",126
theories of modern,Pseudoscience,0.166666666666667,828361,2021-10-03T18:51:10Z,"not include most obsolete scientific or medical <span class=""searchmatch"">theories</span> (see Category:Obsolete scientific <span class=""searchmatch"">theories</span>), nor does it include every idea that currently lacks",182
theories of modern,Linear algebra,0.166666666666667,690777,2020-04-22T18:55:13Z,"called linear transformations), and systems <span class=""searchmatch"">of</span> linear equations. Vector spaces are a central theme in <span class=""searchmatch"">modern</span> mathematics; thus, linear algebra is widely",125
theories of textual,French biblical scholars,0.166666666666667,30605592,2019-11-08T13:01:31Z,"disciplines ranging from archaeology, ancient history, cultural backgrounds, <span class=""searchmatch"">textual</span> criticism, literary criticism, historical backgrounds, philology, and social",41
theory of computer,Information theory,0.166666666666667,694025,2020-12-13T00:23:18Z,"Articles relating to information <span class=""searchmatch"">theory</span>, which studies the quantification, storage, and communication <span class=""searchmatch"">of</span> information. Top 0–9 A B C D E F G H I J K L",43
theory of directed,Graph theory,0.166666666666667,691898,2021-08-26T18:06:47Z,"Mathematics portal Graph <span class=""searchmatch"">theory</span> is the branch <span class=""searchmatch"">of</span> mathematics that examines the properties <span class=""searchmatch"">of</span> mathematical graphs. See glossary <span class=""searchmatch"">of</span> graph <span class=""searchmatch"">theory</span> for common terms",146
theory of directed,Direct democracy,0.166666666666667,5692938,2019-01-17T11:53:44Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Direct</span> democracy.",0
theory of directed,Direct action,0.166666666666667,34878088,2018-08-11T22:54:19Z,"Wikimedia Commons has media related to <span class=""searchmatch"">Direct</span> action.",0
theory of directed,Civil disobedience,0.166666666666667,1526235,2020-08-04T23:39:10Z,Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z,29
theory of interface,American Research Publications academic journals,0.166666666666667,58737122,2020-10-04T23:57:19Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",143
theory of interface,Academic Knowledge and Research Publishing academic journals,0.166666666666667,58737239,2020-10-04T23:57:00Z,"this could change in the future. &quot;Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers&quot;. Beall's List <span class=""searchmatch"">of</span> Predatory Journals and Publishers. Retrieved 5 October",144
theory of interpretation,Creationism,0.166666666666667,919511,2021-11-15T06:56:07Z,"originated &quot;from specific acts <span class=""searchmatch"">of</span> divine creation.&quot; For young Earth creationists, this includes a biblical literalist <span class=""searchmatch"">interpretation</span> <span class=""searchmatch"">of</span> the Genesis creation narrative",190
theory of representation,Langlands program,0.166666666666667,32335787,2014-11-21T11:11:50Z,"web <span class=""searchmatch"">of</span> far-reaching and influential conjectures that relate Galois groups in algebraic number <span class=""searchmatch"">theory</span> to automorphic forms and <span class=""searchmatch"">representation</span> <span class=""searchmatch"">theory</span> <span class=""searchmatch"">of</span> algebraic",42
theory of representation,Algebraic combinatorics,0.166666666666667,20932195,2021-02-08T12:14:34Z,"Algebraic combinatorics is an area <span class=""searchmatch"">of</span> Combinatorics. Parts <span class=""searchmatch"">of</span> it are closely related to <span class=""searchmatch"">Representation</span> <span class=""searchmatch"">theory</span> and Commutative algebra.",19
theory of syntax,Rules of inference,0.166666666666667,3326986,2018-12-31T14:32:19Z,"category may be also expressed in terms <span class=""searchmatch"">of</span> arguments, or theorems. Very often the same concept is in more than one <span class=""searchmatch"">of</span> these categories, expressed a different",41
theory of textuality,Biblical studies organizations,0.166666666666667,57907459,2021-04-03T09:25:28Z,"academic application <span class=""searchmatch"">of</span> a set <span class=""searchmatch"">of</span> diverse disciplines to the study <span class=""searchmatch"">of</span> the Bible (the Tanakh and the New Testament). For its <span class=""searchmatch"">theory</span> and methods, the field",55
theory of tonality,Riemannian theory,0.166666666666667,40588590,2020-02-26T01:49:19Z,"Wikimedia Commons has media related to Riemannian <span class=""searchmatch"">theory</span>.",0
