,ns,title,pageid,size,wordcount,snippet,timestamp,query_string
5,14.0,Category:Wikipedia conduct policies,34801966.0,611.0,41.0,"summaries <span class=""searchmatch"">of</span> pages in this category are available at Wikipedia:List <span class=""searchmatch"">of</span> policies § Conduct. Related guidelines are described at Wikipedia:List <span class=""searchmatch"">of</span> guidelines",2021-09-28T02:27:13Z,theory of images
6,14.0,Category:Administrative backlog,4248166.0,530.0,38.0,"lists backlogs which require the attention <span class=""searchmatch"">of</span> administrators. Backlogs which do not require the attention <span class=""searchmatch"">of</span> administrators may be found at Category:Wikipedia",2021-11-24T11:31:27Z,theory of images
7,14.0,Category:Wikipedia backlog,1982505.0,832.0,99.0,"A backlog is a list <span class=""searchmatch"">of</span> things that need to be done, but have not been done for some time. Backlogs which require the attention <span class=""searchmatch"">of</span> administrators may be",2021-10-02T16:15:49Z,theory of images
8,14.0,Category:Philosophy of mind,772259.0,248.0,29.0,"Occasionalism Parallelism Phenomenalism Phenomenology Physicalism identity <span class=""searchmatch"">theory</span> Property dualism Representational Solipsism Substance dualism Concepts Abstract",2021-04-05T10:58:40Z,theory of images
9,14.0,Category:Wikipedia requested photographs of music theory,48762825.0,73.0,0.0,"This category is located at Category:Wikipedia requested <span class=""searchmatch"">images</span> <span class=""searchmatch"">of</span> music <span class=""searchmatch"">theory</span>. Note: This category should be empty. See the instructions for more information",2020-09-02T21:20:45Z,theory of images
0,14.0,Category:Mid-importance game theory articles,10126378.0,218.0,8.0,"Game <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> mid <span class=""searchmatch"">importance</span>.",2020-12-20T22:12:02Z,theory of importance
1,14.0,Category:High-importance game theory articles,10126372.0,235.0,8.0,"Game <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> high <span class=""searchmatch"">importance</span>.",2020-07-29T10:56:16Z,theory of importance
2,14.0,Category:Low-importance game theory articles,10126383.0,232.0,37.0,"Game <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> low <span class=""searchmatch"">importance</span>. Top 0–9 A B C D E F G H I J K L M N O P Q R S T U V W X Y Z",2020-07-27T15:42:13Z,theory of importance
3,14.0,Category:Top-importance game theory articles,10126358.0,232.0,8.0,"Game <span class=""searchmatch"">theory</span> articles rating as <span class=""searchmatch"">of</span> top <span class=""searchmatch"">importance</span>.",2020-07-29T10:56:14Z,theory of importance
4,14.0,Category:Game theory articles by importance,10126346.0,208.0,11.0,"This is category <span class=""searchmatch"">of</span> game <span class=""searchmatch"">theory</span> articles rating by their <span class=""searchmatch"">importance</span>",2020-07-31T04:56:48Z,theory of importance
5,14.0,Category:Unknown-importance Music theory articles,32840081.0,198.0,29.0,"Administrators: Please do not delete this category as empty! This category may be empty occasionally or even most <span class=""searchmatch"">of</span> the time.",2020-04-18T06:41:44Z,theory of importance
6,14.0,Category:Low-importance Music theory articles,32840072.0,194.0,29.0,"Administrators: Please do not delete this category as empty! This category may be empty occasionally or even most <span class=""searchmatch"">of</span> the time.",2020-04-16T07:49:26Z,theory of importance
7,14.0,Category:Mid-importance Music theory articles,32840067.0,194.0,0.0,"Administrators: Please do not delete this category as empty! This category may be empty occasionally or even most <span class=""searchmatch"">of</span> the time.",2020-04-16T07:49:28Z,theory of importance
8,14.0,Category:High-importance Music theory articles,32840059.0,195.0,0.0,"Administrators: Please do not delete this category as empty! This category may be empty occasionally or even most <span class=""searchmatch"">of</span> the time.",2020-04-16T07:49:24Z,theory of importance
9,14.0,Category:Unknown-importance game theory articles,21590947.0,190.0,0.0,,2020-04-02T02:28:59Z,theory of importance
0,14.0,Category:Agnosticism,876385.0,456.0,25.0,"Greece portal Religion portal Articles relating to agnosticism, the position that it is unknown, or <span class=""searchmatch"">impossible</span> to know, whether or not any gods exist.",2019-10-01T00:02:59Z,theory of impossibility
1,14.0,Category:Color,979606.0,284.0,29.0,"Achromatic colors (Neutral) Polychromatic colors <span class=""searchmatch"">Impossible</span> colors Light-on-dark Tinctures in heraldry Color <span class=""searchmatch"">theory</span> Chromaticity diagram Color solid Color wheel",2021-01-23T13:58:51Z,theory of impossibility
2,14.0,Category:Shades of color,5679444.0,239.0,14.0,"&quot;Shades&quot; <span class=""searchmatch"">of</span> Colors — all color differences, not only technical tints and shades <span class=""searchmatch"">of</span> color.",2020-10-31T23:33:34Z,theory of impossibility
3,14.0,Category:Lists of colors,44409892.0,296.0,0.0,"Achromatic colors (Neutral) Polychromatic colors <span class=""searchmatch"">Impossible</span> colors Light-on-dark Tinctures in heraldry Color <span class=""searchmatch"">theory</span> Chromaticity diagram Color solid Color wheel",2021-06-21T01:24:25Z,theory of impossibility
4,14.0,Category:National colours,9676257.0,182.0,0.0,"Achromatic colors (Neutral) Polychromatic colors <span class=""searchmatch"">Impossible</span> colors Light-on-dark Tinctures in heraldry Color <span class=""searchmatch"">theory</span> Chromaticity diagram Color solid Color wheel",2020-04-22T00:10:35Z,theory of impossibility
0,14.0,Category:Design,999651.0,209.0,29.0,"Sigma For testing For X Functional Generative Geodesign HCD High-level <span class=""searchmatch"">Inclusive</span> Integrated Integrated topside Intelligence-based Iterative KISS principle",2020-04-16T23:08:00Z,theory of inclusive
0,14.0,Category:Price index theory,29766728.0,28.0,0.0,,2012-08-14T00:17:55Z,theory of indices
1,14.0,Category:Social responsibility,17985617.0,304.0,29.0,"an ethical framework which suggests that an entity, be it an organization or individual, has an obligation to act for the benefit <span class=""searchmatch"">of</span> society at large.",2019-10-28T16:16:56Z,theory of indices
0,14.0,Category:Death conspiracy theories,38840997.0,914.0,141.0,"or disputed, and/or alternative <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> the death propounded, either by reliable sources themselves or <span class=""searchmatch"">indirectly</span> through non-trivial coverage in",2021-01-18T21:12:48Z,theory of indirect
1,14.0,Category:Unsolved deaths,40259972.0,810.0,127.0,"or disputed, and/or alternative <span class=""searchmatch"">theories</span> <span class=""searchmatch"">of</span> the death propounded, either by reliable sources themselves or <span class=""searchmatch"">indirectly</span> through non-trivial coverage in",2020-11-23T21:40:23Z,theory of indirect
2,14.0,Category:Istvaeones,57818070.0,1254.0,134.0,"Germanic language according to modern definitions, the <span class=""searchmatch"">theory</span> proposes that their language <span class=""searchmatch"">indirectly</span> influenced later Germanic languages in the area as a",2021-02-23T21:41:16Z,theory of indirect
0,14.0,Category:WikiProject Game theory participants,19079865.0,12081.0,1415.0,"<span class=""searchmatch"">of</span> Michigan. I plan to write an article on forward <span class=""searchmatch"">induction</span>. hcg25 - undergraduate economist interested in macroeconomic applications <span class=""searchmatch"">of</span> game <span class=""searchmatch"">theory</span>",2021-08-01T19:06:59Z,theory of induction
1,14.0,Category:Mathematical induction,31890602.0,203.0,0.0,"Wikimedia Commons has media related to <span class=""searchmatch"">Induction</span> (mathematics).",2021-07-08T10:36:13Z,theory of induction
2,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Paradigm Problem <span class=""searchmatch"">of</span> <span class=""searchmatch"">induction</span> Scientific law Scientific method Scientific revolution Scientific <span class=""searchmatch"">theory</span> Testability <span class=""searchmatch"">Theory</span> choice <span class=""searchmatch"">Theory</span>-ladenness Underdetermination",2014-10-19T17:09:05Z,theory of induction
3,14.0,Category:Wellfoundedness,7438165.0,85.0,0.0,,2013-03-25T18:34:23Z,theory of induction
0,14.0,Category:Metatheory of science,25004257.0,188.0,0.0,"Ignoramus et ignorabimus <span class=""searchmatch"">Inductive</span> reasoning Intertheoretic reduction Inquiry Nature Objectivity Observation Paradigm Problem <span class=""searchmatch"">of</span> induction Scientific law",2014-10-19T17:09:05Z,theory of inductive
1,14.0,Category:Statistical inference,17193265.0,220.0,0.0,,2016-11-26T20:49:31Z,theory of inductive
0,14.0,Category:Theorems,693699.0,773.0,89.0,"may be also expressed in terms <span class=""searchmatch"">of</span> arguments, or rules <span class=""searchmatch"">of</span> <span class=""searchmatch"">inference</span>. Very often the same concept is in more than one <span class=""searchmatch"">of</span> these categories, expressed a different",2020-09-17T12:03:49Z,theory of inference
1,14.0,Category:Logic stubs,12198154.0,490.0,214.0,"outline <span class=""searchmatch"">of</span> logic List <span class=""searchmatch"">of</span> logic topics List <span class=""searchmatch"">of</span> mathematical logic topics List <span class=""searchmatch"">of</span> fallacies List <span class=""searchmatch"">of</span> logicians List <span class=""searchmatch"">of</span> paradoxes List <span class=""searchmatch"">of</span> rules <span class=""searchmatch"">of</span> <span class=""searchmatch"">inference</span> Philosophy",2021-01-01T11:04:00Z,theory of inference
2,14.0,Category:Logic,693678.0,577.0,51.0,"the study of reasoning, or the study of the principles and criteria <span class=""searchmatch"">of</span> valid <span class=""searchmatch"">inference</span> and demonstration. It attempts to distinguish good reasoning from",2021-12-01T02:37:30Z,theory of inference
3,14.0,Category:Statistical inference,17193265.0,220.0,0.0,"Wikimedia Commons has media related to Statistical <span class=""searchmatch"">inference</span>.",2016-11-26T20:49:31Z,theory of inference
4,14.0,Category:Rules of inference,3326986.0,558.0,41.0,"category may be also expressed in terms <span class=""searchmatch"">of</span> arguments, or theorems. Very often the same concept is in more than one <span class=""searchmatch"">of</span> these categories, expressed a different",2018-12-31T14:32:19Z,theory of inference
5,14.0,Category:Estimation theory,1587689.0,112.0,0.0,"Wikimedia Commons has media related to Estimation <span class=""searchmatch"">theory</span>.",2020-08-29T18:50:57Z,theory of inference
6,14.0,Category:Type inference,34060579.0,157.0,0.0,,2020-09-24T17:36:01Z,theory of inference
7,14.0,Category:Statistics educators,27363556.0,858.0,54.0,"to statistics education, i.e. the teaching and learning <span class=""searchmatch"">of</span> statistics (including both <span class=""searchmatch"">theory</span> and practice). Statisticians involved in producing educational",2019-09-17T11:11:47Z,theory of inference
8,14.0,Category:Fellows of the Institute of Mathematical Statistics,27365594.0,269.0,29.0,"distance divergence Asymptotics Robustness Frequentist <span class=""searchmatch"">inference</span> Specific tests Bayesian <span class=""searchmatch"">inference</span> Bayesian probability prior posterior Credible interval",2020-04-22T19:56:21Z,theory of inference
9,14.0,Category:Elected Members of the International Statistical Institute,27365533.0,214.0,29.0,"distance divergence Asymptotics Robustness Frequentist <span class=""searchmatch"">inference</span> Specific tests Bayesian <span class=""searchmatch"">inference</span> Bayesian probability prior posterior Credible interval",2020-04-22T19:56:13Z,theory of inference
